wave,symptom,fault_domain,mechanism,discriminator,fix
4535.6272,REW -4.075 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4536.4865,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.564 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4535.923 (depth 0.783) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4537.6703,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4538.5798,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.251 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4538.831 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4538.6439,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.187 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4538.831 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4538.7623,REW -4.648 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4538.8421,REW -4.647 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4538.9421,REW -4.650 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4539.2551,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.424 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4538.831 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4539.6901,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4540.6715,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.169 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4540.502 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4541.3141,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4541.9416,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.426 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4541.515 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4542.4315,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4542.6971,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.272 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4542.426 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4543.2208,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.522 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4542.699 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4543.8597,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.160 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4544.020 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4544.3575,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.207; observed at the position is 0.015,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
4544.4556,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.237 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4544.692 (depth 0.707) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4545.5237,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.050; observed at the position is 0.035,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
4545.754,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.366; observed at the position is 0.026,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
4546.4689,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.511 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4545.958 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4546.6864,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4548.4278,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.576 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4547.852 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4549.2725,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4550.2067,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.574 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4549.633 (depth 0.885) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4551.647,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4552.1617,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4554.451,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.417 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4554.034 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4555.7479,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.381 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4556.129 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4556.9241,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4557.7489,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.362 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4558.111 IS in our catalogue (2 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4558.1064,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.544 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4558.650 (depth 0.709) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4558.2176,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.433 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4558.650 (depth 0.709) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4560.0881,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4560.2613,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4561.198,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.217 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4561.415 IS in our catalogue (2 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4561.4216,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4561.7318,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.317 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4561.415 IS in our catalogue (2 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4562.4503,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4563.8823,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4564.3432,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.573 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4563.770 (depth 0.855) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4564.8217,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4565.1304,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4565.2363,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4565.3331,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.185 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4565.518 (depth 0.657) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4565.4106,REW -4.268 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4565.6614,REW -4.279 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4566.2545,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.587 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4565.667 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4566.5145,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4566.6757,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.158 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4566.518 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4566.9885,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4568.6021,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4568.7633,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4568.8395,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4569.0695,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4571.2947,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.192 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4571.102 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4571.4373,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.542 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4571.979 (depth 0.878) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4572.8594,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4574.2153,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4575.798,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.544 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4576.342 (depth 0.627) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4576.5193,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.177 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4576.342 (depth 0.627) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4579.0383,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.476 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4578.562 (depth 0.731) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4579.3191,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4579.6784,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.377 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4580.055 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4579.8092,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4580.3643,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.309 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4580.055 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4580.46,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.405 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4580.055 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4580.5714,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.516 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4580.055 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4581.1936,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.216 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4581.410 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4582.9424,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4583.1279,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.293 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4582.834 (depth 0.572) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4583.7193,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4584.7159,REW -4.590 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4585.339,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.534 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4585.873 (depth 0.800) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4586.2302,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.357 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4585.873 (depth 0.800) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4586.9907,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4587.7204,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.486 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4588.206 (depth 0.662) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4590.7884,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4591.5116,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4592.0224,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.509 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4592.531 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4592.4247,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.235 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4592.659 (depth 0.835) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4593.3728,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth -0.,ATOMIC-DATA,wavelength error in our line list,"a feature of depth 0.322 (predicted 0.290) sits at 4593.532, +0.160 A away — the line is REAL, our position is wrong",re-source this line's wavelength from a graded reference (NIST)
4593.5241,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4594.9385,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.422 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4595.361 (depth 0.660) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4595.2069,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4596.4152,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4596.9939,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.584 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4596.410 IS in our catalogue (2 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4597.0577,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4597.2499,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.501 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4597.751 IS in our catalogue (2 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4597.3812,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.486 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4597.867 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4597.7472,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.377 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4598.124 (depth 0.725) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4597.8715,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.253 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4598.124 (depth 0.725) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4598.3451,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.221 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4598.124 (depth 0.725) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4598.7332,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.597 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4598.136 (depth 0.688) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4599.8401,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.525 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4600.365 (depth 0.613) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4600.5954,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.109; observed at the position is 0.022,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
4600.9314,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4601.3257,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.575 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4600.750 (depth 0.793) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4603.3424,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.395 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4602.947 (depth 0.850) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4603.9482,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4604.2434,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.318 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4604.561 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4604.5395,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4604.8495,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4605.0952,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4605.4503,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.456 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4604.994 (depth 0.722) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4605.5871,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.593 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4604.994 (depth 0.722) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4607.0854,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.566 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4607.652 (depth 0.756) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4611.1837,REW -4.384 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4612.6017,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.597 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4613.199 (depth 0.695) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4612.9332,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.430 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4613.364 (depth 0.738) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4613.6806,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4614.2051,REW -4.631 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4615.5647,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4615.7298,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4616.5993,FIT-PINNED: fitted sigma 0.0039 A sits on the instrumental floor 0.0039 A. No observed fea,UNKNOWN,,,
4620.1302,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.384 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4620.515 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4620.3313,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.183 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4620.515 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
