wave,symptom,fault_domain,mechanism,discriminator,fix
4434.9784,REW -4.389 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4436.187,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.119 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4436.306 (depth 0.394) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4437.1561,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.199 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4436.957 (depth 0.640) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4437.6977,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.118 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4437.816 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4439.0476,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.116 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4439.163 (depth 0.164) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4439.634,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.247 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4439.881 (depth 0.600) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4440.4531,REW -4.847 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4440.9858,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.103 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4441.089 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4441.5421,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.113 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4441.655 (depth 0.365) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4442.4274,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.076 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4442.351 (depth 0.878) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4443.8961,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.085 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4443.811 (depth 0.875) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4444.6156,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.053 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4444.563 (depth 0.652) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4446.2496,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.145 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4446.395 (depth 0.170) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4446.8956,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.053 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4446.842 (depth 0.667) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4447.2461,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.405; observed at the position is 0.044,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
4447.8027,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.077 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4447.726 (depth 0.875) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4448.1815,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.091 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4448.272 (depth 0.067) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4449.5874,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.125 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4449.462 (depth 0.113) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4450.7666,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.266 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4450.501 (depth 0.782) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4451.6125,FEATURE-VERIFICATION: GF-GHOST: observed depth 0.635 vs predicted 0.071 (x8.9) at the corr,ATOMIC-DATA,"log gf too weak, or an uncatalogued blend adds depth at this position","0.636 observed vs 0.071 predicted — the line is present and correctly placed, so this is not a positional error. Deeper than predicted has TWO explanations and this test does not separate them; a synthesis fit would","re-adjudicate log gf against NIST; if it holds, look for an uncatalogued blend by fitting the profile"
4453.3239,REW -4.806 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4454.6705,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.107 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4454.778 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4456.633,REW -4.742 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4459.8586,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.104 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4459.755 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4460.1869,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.116 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4460.303 (depth 0.617) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4460.6816,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.193; observed at the position is 0.009,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
4461.3718,REW -4.868 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4461.4535,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.074 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4461.379 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4462.1976,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.115 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4462.082 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4462.3922,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.063 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4462.456 (depth 0.676) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4463.4037,REW -4.897 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4464.6931,REW -4.573 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4464.9809,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.073 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4464.908 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4465.8851,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.075 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4465.810 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4467.425,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.085 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4467.340 (depth 0.156) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4468.3322,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.153 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4468.485 (depth 0.863) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4468.9737,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.128; observed at the position is 0.046,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
4469.665,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.111 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4469.554 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4470.2043,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.066 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4470.139 (depth 0.592) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4471.6156,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.067 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4471.682 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4471.8036,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.110 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4471.694 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4472.5148,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.117 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4472.631 (depth 0.060) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4472.7214,REW -4.683 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4472.9303,REW -4.803 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4474.1457,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.090 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4474.056 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4478.9923,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.171 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4478.821 (depth 0.059) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4479.6062,REW -4.739 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4479.7019,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.095 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4479.607 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4479.962,REW -4.895 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4480.2702,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.109 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4480.161 (depth 0.599) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4480.4584,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.105; observed at the position is 0.031,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
4481.6818,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.070 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4481.612 (depth 0.608) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4483.147,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.106; observed at the position is 0.026,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
4485.0269,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.076; observed at the position is 0.015,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
4485.9694,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.286 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4485.683 (depth 0.730) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4487.0087,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.093 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4486.916 (depth 0.205) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4487.356,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.107 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4487.249 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4488.9189,REW -4.887 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4490.2327,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.115 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4490.118 (depth 0.570) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4490.811,REW -4.717 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4492.4467,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.118; observed at the position is 0.022,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
4493.3707,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.120 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4493.491 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4494.052,REW -4.858 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4494.4644,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.107 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4494.572 (depth 0.884) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4496.2669,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.112 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4496.155 IS in our catalogue (2 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4497.5811,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.091 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4497.672 IS in our catalogue (2 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4499.3862,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.116; observed at the position is 0.026,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
4502.4211,FEATURE-VERIFICATION: GF-GHOST: observed depth 0.082 vs predicted 0.380 (x0.2) at the corr,ATOMIC-DATA,log gf too strong,"0.099 observed vs 0.380 predicted — correctly placed and present, and SHALLOWER than predicted. A blend can only add absorption, never remove it, so a blend cannot explain this; the gf is wrong",re-adjudicate log gf against a NIST-graded source
4504.8304,REW -4.865 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4507.0388,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.052; observed at the position is 0.020,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
4507.4475,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.055 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4507.393 (depth 0.116) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4512.3888,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.151; observed at the position is 0.018,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
4513.6028,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.110 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4513.713 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4514.4148,REW -4.754 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4514.5025,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.081 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4514.421 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4515.1735,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.125 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4515.299 (depth 0.484) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4516.4493,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.115 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4516.334 (depth 0.081) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4517.5985,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.071 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4517.527 (depth 0.686) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4518.4308,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.093 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4518.338 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4520.5093,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.255 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4520.254 (depth 0.588) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4524.8828,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.055 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4524.937 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4525.9439,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.080 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4525.864 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4528.8203,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.140 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4528.680 (depth 0.725) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4529.8312,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.110 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4529.721 (depth 0.300) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4530.8647,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.113 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4530.752 (depth 0.651) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4531.6152,REW -4.782 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4532.9596,REW -4.742 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4533.9575,REW -4.548 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
4535.6272,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.056 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 4535.571 (depth 0.799) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
4538.6439,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.107 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4538.751 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4538.7623,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.069 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 4538.831 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
4538.8421,REW -4.872 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
