wave,symptom,fault_domain,mechanism,discriminator,fix
8535.4863,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.592 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8536.078 (depth 0.178) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8559.7378,FIT-PINNED: fitted sigma 0.0073 A sits on the instrumental floor 0.0073 A. No observed fea,UNKNOWN,,,
8571.8044,FIT-PINNED: fitted sigma 0.0073 A sits on the instrumental floor 0.0073 A. No observed fea,UNKNOWN,,,
8584.7932,FIT-PINNED: fitted sigma 0.0073 A sits on the instrumental floor 0.0073 A. No observed fea,UNKNOWN,,,
8586.2309,FIT-PINNED: fitted sigma 0.0073 A sits on the instrumental floor 0.0073 A. No observed fea,UNKNOWN,,,
8601.0465,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.065; observed at the position is 0.022,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
8611.8031,REW -4.897 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
8618.1408,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.050; observed at the position is 0.008,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
8632.4131,FIT-PINNED: fitted sigma 0.0073 A sits on the instrumental floor 0.0073 A. No observed fea,UNKNOWN,,,
8652.4802,FIT-PINNED: fitted sigma 0.0073 A sits on the instrumental floor 0.0073 A. No observed fea,UNKNOWN,,,
8663.7164,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.591 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8663.125 (depth 0.347) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8671.8681,FIT-PINNED: fitted sigma 0.0074 A sits on the instrumental floor 0.0074 A. No observed fea,UNKNOWN,,,
8674.7456,REW -4.827 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
8679.632,FIT-PINNED: fitted sigma 0.0074 A sits on the instrumental floor 0.0074 A. No observed fea,UNKNOWN,,,
8689.7001,FIT-PINNED: fitted sigma 0.0074 A sits on the instrumental floor 0.0074 A. No observed fea,UNKNOWN,,,
8689.8579,FIT-PINNED: fitted sigma 0.0074 A sits on the instrumental floor 0.0074 A. No observed fea,UNKNOWN,,,
8698.706,FIT-PINNED: fitted sigma 0.0074 A sits on the instrumental floor 0.0074 A. No observed fea,UNKNOWN,,,
8710.3921,FIT-PINNED: fitted sigma 0.0074 A sits on the instrumental floor 0.0074 A. No observed fea,UNKNOWN,,,
8713.1976,FIT-PINNED: fitted sigma 0.0074 A sits on the instrumental floor 0.0074 A. No observed fea,UNKNOWN,,,
8729.1428,FIT-PINNED: fitted sigma 0.0074 A sits on the instrumental floor 0.0074 A. No observed fea,UNKNOWN,,,
8747.4248,FIT-PINNED: fitted sigma 0.0074 A sits on the instrumental floor 0.0074 A. No observed fea,UNKNOWN,,,
8755.7495,FIT-PINNED: fitted sigma 0.0074 A sits on the instrumental floor 0.0074 A. No observed fea,UNKNOWN,,,
8763.9655,REW -4.855 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
8772.5302,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.351 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 8772.881 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
8790.5208,REW -4.833 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
8793.3414,FIT-PINNED: fitted sigma 0.0075 A sits on the instrumental floor 0.0075 A. No observed fea,UNKNOWN,,,
8808.1701,FIT-PINNED: fitted sigma 0.0075 A sits on the instrumental floor 0.0075 A. No observed fea,UNKNOWN,,,
8809.2361,FIT-PINNED: fitted sigma 0.0075 A sits on the instrumental floor 0.0075 A. No observed fea,UNKNOWN,,,
8862.0493,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.505 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 8862.554 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
8863.587,FIT-PINNED: fitted sigma 0.0075 A sits on the instrumental floor 0.0075 A. No observed fea,UNKNOWN,,,
8866.9304,FIT-PINNED: fitted sigma 0.0075 A sits on the instrumental floor 0.0075 A. No observed fea,UNKNOWN,,,
8878.25,FIT-PINNED: fitted sigma 0.0075 A sits on the instrumental floor 0.0075 A. No observed fea,UNKNOWN,,,
8878.7483,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.546 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8879.294 (depth 0.236) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8891.4035,FIT-PINNED: fitted sigma 0.0076 A sits on the instrumental floor 0.0076 A. No observed fea,UNKNOWN,,,
8929.0752,FIT-PINNED: fitted sigma 0.0076 A sits on the instrumental floor 0.0076 A. No observed fea,UNKNOWN,,,
8931.7756,FIT-PINNED: fitted sigma 0.0076 A sits on the instrumental floor 0.0076 A. No observed fea,UNKNOWN,,,
8940.3462,FIT-PINNED: fitted sigma 0.0076 A sits on the instrumental floor 0.0076 A. No observed fea,UNKNOWN,,,
8943.0646,FIT-PINNED: fitted sigma 0.0076 A sits on the instrumental floor 0.0076 A. No observed fea,UNKNOWN,,,
8946.2602,FIT-PINNED: fitted sigma 0.0076 A sits on the instrumental floor 0.0076 A. No observed fea,UNKNOWN,,,
8950.1879,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.541 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 8950.729 (depth 0.204) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
8975.4007,FIT-PINNED: fitted sigma 0.0076 A sits on the instrumental floor 0.0076 A. No observed fea,UNKNOWN,,,
8984.886,FIT-PINNED: fitted sigma 0.0076 A sits on the instrumental floor 0.0076 A. No observed fea,UNKNOWN,,,
8999.5557,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.591 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 9000.146 (depth 0.823) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
9006.7628,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.334 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 9007.097 (depth 0.699) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
9008.412,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.600 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 9007.812 (depth 0.497) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
9010.592,FIT-PINNED: fitted sigma 0.0077 A sits on the instrumental floor 0.0077 A. No observed fea,UNKNOWN,,,
9012.0745,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.187 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 9011.887 (depth 0.979) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
9013.9766,REW -4.887 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
9019.7443,FIT-PINNED: fitted sigma 0.0077 A sits on the instrumental floor 0.0077 A. No observed fea,UNKNOWN,,,
9024.369,FIT-PINNED: fitted sigma 0.0077 A sits on the instrumental floor 0.0077 A. No observed fea,UNKNOWN,,,
9030.7103,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.597 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 9031.307 (depth 0.566) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
9052.5882,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.367 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 9052.955 (depth 0.940) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
9062.2392,FIT-PINNED: fitted sigma 0.0077 A sits on the instrumental floor 0.0077 A. No observed fea,UNKNOWN,,,
9070.4161,FIT-PINNED: fitted sigma 0.0077 A sits on the instrumental floor 0.0077 A. No observed fea,UNKNOWN,,,
9079.5935,FIT-PINNED: fitted sigma 0.0077 A sits on the instrumental floor 0.0077 A. No observed fea,UNKNOWN,,,
9080.4083,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.582 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 9079.827 (depth 0.980) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
9084.1836,FIT-PINNED: fitted sigma 0.0077 A sits on the instrumental floor 0.0077 A. No observed fea,UNKNOWN,,,
9088.3177,REW -4.613 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
9089.4043,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.409 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 9089.814 (depth 0.646) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
9098.6056,FIT-PINNED: fitted sigma 0.0077 A sits on the instrumental floor 0.0077 A. No observed fea,UNKNOWN,,,
9100.446,FIT-PINNED: fitted sigma 0.0077 A sits on the instrumental floor 0.0077 A. No observed fea,UNKNOWN,,,
9100.6738,FIT-PINNED: fitted sigma 0.0077 A sits on the instrumental floor 0.0077 A. No observed fea,UNKNOWN,,,
9103.6349,FIT-PINNED: fitted sigma 0.0077 A sits on the instrumental floor 0.0077 A. No observed fea,UNKNOWN,,,
9112.2571,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.443 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 9111.814 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
9116.9031,FEATURE-VERIFICATION: GF-GHOST: observed depth 0.287 vs predicted 0.050 (x5.7) at the corr,ATOMIC-DATA,"log gf too weak, or an uncatalogued blend adds depth at this position","0.305 observed vs 0.050 predicted — the line is present and correctly placed, so this is not a positional error. Deeper than predicted has TWO explanations and this test does not separate them; a synthesis fit would","re-adjudicate log gf against NIST; if it holds, look for an uncatalogued blend by fitting the profile"
9117.1309,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.273 A from the catalogued p,METHOD,integration window wide enough to swallow a KNOWN neighbour,the dominant feature at 9116.858 IS in our catalogue (1 entry/entries within 0.05 A),"narrow the window, or measure by profile fitting/synthesis which models the neighbour instead of integrating over it"
9118.8806,REW -4.257 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditio,METHOD,EW->abundance inversion runs on the flat part of the curve of growth,REW above -4.9; the line itself is real and well measured,"measure by synthesis, which uses the profile shape rather than inverting EW"
9119.9687,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.592 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 9119.376 (depth 0.121) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
9136.7922,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.237 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 9136.555 (depth 0.998) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
9140.1169,FIT-PINNED: fitted sigma 0.0078 A sits on the instrumental floor 0.0078 A. No observed fea,UNKNOWN,,,
9147.7058,FIT-PINNED: fitted sigma 0.0078 A sits on the instrumental floor 0.0078 A. No observed fea,UNKNOWN,,,
9147.957,FIT-PINNED: fitted sigma 0.0078 A sits on the instrumental floor 0.0078 A. No observed fea,UNKNOWN,,,
9156.2223,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.504 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 9155.718 (depth 0.995) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
9164.5697,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.405 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 9164.165 (depth 0.306) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
9173.2072,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.328 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 9172.879 (depth 0.507) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
9173.6748,FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.401 A from the catalogued p,ATOMIC-DATA,a real solar line missing from our list dominates the window,the dominant feature at 9174.076 (depth 0.992) has NO catalogue entry within 0.05 A — absence of a neighbour in our list is not absence in the spectrum,extend the IR line list from a graded source before measuring this region
9173.961,FEATURE-VERIFICATION: GF-GHOST: observed depth 0.620 vs predicted 0.057 (x10.9) at the cor,ATOMIC-DATA,"log gf too weak, or an uncatalogued blend adds depth at this position","0.647 observed vs 0.057 predicted — the line is present and correctly placed, so this is not a positional error. Deeper than predicted has TWO explanations and this test does not separate them; a synthesis fit would","re-adjudicate log gf against NIST; if it holds, look for an uncatalogued blend by fitting the profile"
9178.5624,FIT-PINNED: fitted sigma 0.0078 A sits on the instrumental floor 0.0078 A. No observed fea,UNKNOWN,,,
9179.7423,FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.0,ATOMIC-DATA,"log gf far too strong, or the transition is assigned to the wrong species",nothing within 0.6 A has a depth resembling the predicted 0.056; observed at the position is 0.036,"re-adjudicate log gf against a NIST-graded source; if it survives, the species assignment is suspect"
