element,ion,wavelength_air_A,instrument,ew_mA,rew,log_gf,ep_eV,predicted_depth,ew_method,panel,excluded_reason,fault_domain,mechanism,discriminator,fix
Fe,I,8231.7455,kpno_solar_atlas,204.38202249976788,-4.605049242447866,-1.673,4.913,0.081,"integrated over +/-0.285 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0820; half-width 0.285 A from line separation | CONCERN: side-band 95th pct is 0.9232, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_10.png,"FEATURE-VERIFICATION: GF-GHOST: observed depth 0.596 vs predicted 0.081 (x7.4) at the correct position — the spectrum and the line parameters disagree; gf or identification is suspect, not the measurement",,,,
Fe,I,8257.2768,kpno_solar_atlas,43.24659749990441,-5.280884898953742,-1.06,5.5869,0.074,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0824; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_10.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.445 A from the catalogued position (depth 0.091 vs 0.057 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8263.8341,kpno_solar_atlas,123.79132649977588,-4.824491373258398,-0.453,4.9556,0.116,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0824; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_10.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.405 A from the catalogued position (depth 0.675 vs 0.127 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8269.3101,kpno_solar_atlas,22.14520150000252,-5.572189642023653,-0.589,6.0887,0.071,"integrated over +/-0.169 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0824; half-width 0.169 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_10.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.148 A from the catalogued position (depth 0.138 vs 0.053 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8277.7655,kpno_solar_atlas,11.63950200001774,-5.851978719876745,-0.868,5.8134,0.069,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0824; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_10.png,"FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.000, predicted 0.069) — the line is absent from the spectrum or misplaced in the list",,,,
Fe,I,8287.2857,kpno_solar_atlas,22.27179200002099,-5.570657149184454,-1.151,5.6424,0.055,"integrated over +/-0.137 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0828; half-width 0.137 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_10.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.128 A from the catalogued position (depth 0.086 vs 0.074 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8287.5598,kpno_solar_atlas,35.73975900000688,-5.365275055485057,-1.841,4.5931,0.109,"integrated over +/-0.137 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0828; half-width 0.137 A from line separation | CONCERN: side-band 95th pct is 0.9155, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_10.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.137 A from the catalogued position (depth 0.119 vs 0.054 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8299.9993,kpno_solar_atlas,151.41619950064072,-4.738905714419778,-1.317,5.0674,0.117,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0828; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_11.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.346 A from the catalogued position (depth 0.734 vs 0.090 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8310.0757,kpno_solar_atlas,32.9820750000925,-5.40132700505349,-1.093,5.5392,0.076,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0828; half-width 0.120 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_11.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.117 A from the catalogued position (depth 0.169 vs 0.140 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8310.9779,kpno_solar_atlas,29.431743499982815,-5.450836137536737,-5.628,0.9582,0.093,"integrated over +/-0.362 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0828; half-width 0.362 A from line separation | CONCERN: side-band 95th pct is 0.9661, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_11.png,"FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.003, predicted 0.093) — the line is absent from the spectrum or misplaced in the list",,,,
Fe,I,8317.0908,kpno_solar_atlas,16.206887000008358,-5.710271838742883,-0.891,5.8151,0.066,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0828; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_11.png,"FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth -0.002, predicted 0.066) — the line is absent from the spectrum or misplaced in the list",,,,
Fe,I,8322.9127,kpno_solar_atlas,18.61098350000811,-5.6505060152020565,-2.053,4.7861,0.05,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0832; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_11.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.378 A from the catalogued position (depth 0.035 vs 0.030 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8331.9135,kpno_solar_atlas,154.69010850005566,-4.73128220848111,-0.553,4.3865,0.429,"integrated over +/-0.311 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0832; half-width 0.311 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_11.png,REW -4.731 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,8332.5364,kpno_solar_atlas,31.122860000070936,-5.427697720364038,-0.059,6.1654,0.151,"integrated over +/-0.311 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0832; half-width 0.311 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_11.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.155 A from the catalogued position (depth 0.094 vs 0.041 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8334.2133,kpno_solar_atlas,51.105739499992794,-5.212394934381665,-1.673,5.1124,0.055,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0832; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_11.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.207 A from the catalogued position (depth 0.159 vs 0.027 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8339.4017,kpno_solar_atlas,215.94589699990289,-4.586789937027745,-1.02,4.4346,0.339,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0832; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_11.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.367 A from the catalogued position (depth 0.816 vs 0.464 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8349.0448,kpno_solar_atlas,90.1745370000098,-4.966552870316719,-5.705,0.9146,0.087,"integrated over +/-0.382 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0832; half-width 0.382 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_11.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.098 A from the catalogued position (depth 0.381 vs 0.155 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8397.6829,kpno_solar_atlas,12.742210500005775,-5.8189146961657965,-0.784,5.8294,0.079,"integrated over +/-0.393 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0836; half-width 0.393 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_11.png,"FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.018, predicted 0.079) — the line is absent from the spectrum or misplaced in the list",,,,
Fe,I,8446.5748,kpno_solar_atlas,25.766568500085945,-5.515624047770248,-1.871,4.913,0.054,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0844; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.8726, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_11.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.112 A from the catalogued position (depth 0.130 vs 0.055 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8463.9937,kpno_solar_atlas,8.162457500029202,-6.015754398411889,-1.741,5.0674,0.053,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0844; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_12.png,"FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.016, predicted 0.053) — the line is absent from the spectrum or misplaced in the list",,,,
Fe,I,8496.989,kpno_solar_atlas,195.5813734999676,-4.637937564323877,-0.73,4.6076,0.356,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0848; half-width 0.450 A from line separation | CONCERN: side-band 95th pct is 0.9182, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_12.png,REW -4.638 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,8497.946,kpno_solar_atlas,142.50696699969302,-4.775477870032974,-0.165,6.1291,0.136,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0848; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.5824, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_12.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.102 A from the catalogued position (depth 0.531 vs 0.439 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8499.3295,kpno_solar_atlas,127.91460450018222,-4.822464533818993,-0.693,5.8294,0.092,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0848; half-width 0.450 A from line separation | CONCERN: side-band 95th pct is 0.9373, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_12.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.440 A from the catalogued position (depth 0.173 vs 0.139 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8514.0713,kpno_solar_atlas,127.28509250006483,-4.825359740293707,-2.229,2.1979,0.55,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0848; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_12.png,REW -4.825 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,8535.4863,kpno_solar_atlas,40.87008700000344,-5.319822707415293,-0.31,6.1531,0.103,"integrated over +/-0.339 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0852; half-width 0.339 A from line separation | CONCERN: side-band 95th pct is 0.9506, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_12.png,"FEATURE-VERIFICATION: GF-GHOST: observed depth 0.021 vs predicted 0.103 (x0.2) at the correct position — the spectrum and the line parameters disagree; gf or identification is suspect, not the measurement",,,,
Fe,I,8601.0465,kpno_solar_atlas,10.658918000003483,-5.9068381744508685,-1.589,5.1124,0.065,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0856,lm0860; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_12.png,"FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.014, predicted 0.065) — the line is absent from the spectrum or misplaced in the list",,,,
Fe,I,8618.1408,kpno_solar_atlas,6.840030000001753,-6.100355578636675,-1.868,4.9556,0.05,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0860; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_12.png,"FEATURE-VERIFICATION: GF-GHOST-ABSENT: no absorption at the catalogued position (depth 0.005, predicted 0.050) — the line is absent from the spectrum or misplaced in the list",,,,
Fe,I,8663.7164,kpno_solar_atlas,234.0878435000048,-4.568325366779477,-1.358,4.988,0.123,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0864; half-width 0.450 A from line separation | CONCERN: side-band 95th pct is 0.8360, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_12.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.442 A from the catalogued position (depth 0.203 vs 0.173 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8674.7456,kpno_solar_atlas,118.98134000021454,-4.862777891549803,-1.8,2.8316,0.499,"integrated over +/-0.313 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0864; half-width 0.313 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_12.png,REW -4.863 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,8689.7001,kpno_solar_atlas,12.000549000049732,-5.8598036737151755,-3.699,3.0469,0.061,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0868; half-width 0.120 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_12.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.111 A from the catalogued position (depth 0.051 vs 0.048 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8763.9655,kpno_solar_atlas,118.94197849992332,-4.867365500912281,-0.146,4.652,0.433,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0876; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_12.png,REW -4.867 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,8809.2361,kpno_solar_atlas,12.037601500026348,-5.86439828776725,-0.494,5.0117,0.06,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0880; half-width 0.120 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_13.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.119 A from the catalogued position (depth 0.093 vs 0.041 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8866.9304,kpno_solar_atlas,160.32541149991792,-4.742770936256563,0.083,4.5485,0.477,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0884; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_13.png,REW -4.743 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,8940.3462,kpno_solar_atlas,103.12070700016632,-4.938008454553342,-1.8,4.913,0.063,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0892; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_13.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.165 A from the catalogued position (depth 0.540 vs 0.089 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,8946.2602,kpno_solar_atlas,120.861111000093,-4.869354943252816,-3.509,2.845,0.128,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0892; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_13.png,REW -4.869 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,8999.5557,kpno_solar_atlas,234.97856299998568,-4.583192825671592,-1.321,2.8316,0.555,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0896,lm0900; half-width 0.450 A from line separation | CONCERN: side-band 95th pct is 0.9650, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_13.png,REW -4.583 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,9006.7628,kpno_solar_atlas,224.682241000216,-4.602999978499745,-0.965,4.988,0.131,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0900; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_13.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.334 A from the catalogued position (depth 0.690 vs 0.523 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,9008.412,kpno_solar_atlas,47.410256999982536,-5.278775930898212,-0.846,5.0674,0.222,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0900; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.9406, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_13.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.104 A from the catalogued position (depth 0.263 vs 0.164 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,9012.0745,kpno_solar_atlas,437.39241400018625,-4.313953526746517,-0.311,4.9913,0.345,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0900; half-width 0.450 A from line separation | CONCERN: side-band 95th pct is 0.9401, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_13.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.187 A from the catalogued position (depth 0.978 vs 0.575 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,9024.369,kpno_solar_atlas,119.41080549997088,-4.878373217055293,-0.862,4.913,0.252,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0900; half-width 0.450 A from line separation | CONCERN: side-band 95th pct is 0.9621, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_13.png,REW -4.878 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
Fe,I,9052.5882,kpno_solar_atlas,227.39907900013705,-4.599984063472706,-1.447,5.3342,0.056,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0904; half-width 0.450 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_13.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.367 A from the catalogued position (depth 0.940 vs 0.107 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,9062.2392,kpno_solar_atlas,54.680220999960824,-5.219405260123868,-0.845,5.0856,0.214,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0904; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.9206, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_13.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.119 A from the catalogued position (depth 0.235 vs 0.202 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,9079.5935,kpno_solar_atlas,440.0547374999209,-4.314559704436857,-0.809,4.652,0.322,"integrated over +/-0.407 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0904,lm0908; half-width 0.407 A from line separation | CONCERN: side-band 95th pct is 0.8635, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_13.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.233 A from the catalogued position (depth 0.978 vs 0.436 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,9080.4083,kpno_solar_atlas,171.25460000014635,-4.724463131256221,-1.104,4.9556,0.186,"integrated over +/-0.407 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0904,lm0908; half-width 0.407 A from line separation | CONCERN: side-band 95th pct is 0.8908, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_14.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.134 A from the catalogued position (depth 0.291 vs 0.262 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,9089.4043,kpno_solar_atlas,192.54813000023935,-4.673996116255103,-1.675,2.9488,0.486,"integrated over +/-0.447 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0908; half-width 0.447 A from line separation | CONCERN: side-band 95th pct is 0.9581, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_14.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits +0.409 A from the catalogued position (depth 0.634 vs 0.461 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,9098.6056,kpno_solar_atlas,113.99941599984236,-4.902072213421139,-1.355,4.988,0.123,"integrated over +/-0.241 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0908; half-width 0.241 A from line separation | CONCERN: side-band 95th pct is 0.9515, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_14.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.160 A from the catalogued position (depth 0.542 vs 0.219 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,9100.446,kpno_solar_atlas,164.55695399908964,-4.742746437167802,-1.158,4.913,0.183,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0908; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.7753, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_14.png,"FEATURE-VERIFICATION: GF-GHOST: observed depth 0.754 vs predicted 0.183 (x4.1) at the correct position — the spectrum and the line parameters disagree; gf or identification is suspect, not the measurement",,,,
Fe,I,9100.6738,kpno_solar_atlas,87.48900200077394,-5.017120085510718,-1.261,4.985,0.145,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0908; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.9130, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_14.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.109 A from the catalogued position (depth 0.668 vs 0.355 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,9112.2571,kpno_solar_atlas,29.8390729999677,-5.484840637815867,-1.19,4.9913,0.157,"integrated over +/-0.229 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0908; half-width 0.229 A from line separation",FeI_6910_9199_kpno_solar_atlas_appendix_14.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.219 A from the catalogued position (depth 0.088 vs 0.084 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,9116.9031,kpno_solar_atlas,69.5725160002829,-5.117409629536535,-1.815,5.0095,0.05,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0908; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.9301, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_14.png,"FEATURE-VERIFICATION: GF-GHOST: observed depth 0.275 vs predicted 0.050 (x5.5) at the correct position — the spectrum and the line parameters disagree; gf or identification is suspect, not the measurement",,,,
Fe,I,9117.1309,kpno_solar_atlas,57.40320999977139,-5.200922011347893,-3.454,2.8581,0.138,"integrated over +/-0.120 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0908; half-width 0.120 A from line separation | CONCERN: side-band 95th pct is 0.8401, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_14.png,"FEATURE-VERIFICATION: BLEND-DOMINATED: deepest feature sits -0.119 A from the catalogued position (depth 0.218 vs 0.176 at the line) — the EW is an upper bound on a blend, not this line",,,,
Fe,I,9118.8806,kpno_solar_atlas,473.6769080001225,-4.284459316060437,-2.115,2.8316,0.44,"integrated over +/-0.450 A, atlas continuum trusted (data ship pre-normalised as residual flux); segment(s) lm0908,lm0912; half-width 0.450 A from line separation | CONCERN: side-band 95th pct is 0.9540, below 0.97 — the local pseudo-continuum is itself absorbed. The atlas continuum is used, but this window sits in crowded spectrum and the EW may include unresolved neighbours.",FeI_6910_9199_kpno_solar_atlas_appendix_14.png,REW -4.284 above the -4.9 saturation ceiling — the EW->abundance inversion is ill-conditioned here. Measured and reported; excluded from the aggregate only.,,,,
