band,holding_id,instrument_id,line_set,route,model_id,engine,al_implementation,bibliography_chain,treatment,scale,al_deck_key,model_binding_status,n_pool_lines,n_in_declared_range,n_verified_eligible,status,reason,applicability_evidence
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,our-deep-graded,synth,5,mean3D-LTE Gerber stagger,Gerber Al synthesis,gerber2023;magic2013;nordlander_lind2017,synth-mean3D-LTE-gerber-stagger,<3D>-LTE,Al@mean3D,REGISTERED_NOT_EXECUTION_VALIDATED,3,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,our-deep-graded,EW,6,mean3D-NLTE Gerber stagger,Gerber Al synthesis,gerber2023;magic2013;nordlander_lind2017,synth-mean3D-NLTE-gerber-stagger,<3D>-NLTE,Al@mean3D,REGISTERED_NOT_EXECUTION_VALIDATED,3,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,our-deep-graded,synth,6,mean3D-NLTE Gerber stagger,Gerber Al synthesis,gerber2023;magic2013;nordlander_lind2017,synth-mean3D-NLTE-gerber-stagger,<3D>-NLTE,Al@mean3D,REGISTERED_NOT_EXECUTION_VALIDATED,3,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,our-deep-graded,EW,7,3D-NLTE Amarsi,REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,ENGINE-A-3DNLTE,3D-NLTE,,AL_BINDING_REVIEW_REQUIRED,3,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,our-deep-graded,synth,7,3D-NLTE Amarsi,REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,ENGINE-A-3DNLTE,3D-NLTE,,AL_BINDING_REVIEW_REQUIRED,3,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,our-deep-graded,EW,8,3D-NLTE (full),REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,,3D-NLTE,,AL_BINDING_REVIEW_REQUIRED,3,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,our-deep-graded,synth,8,3D-NLTE (full),REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,,3D-NLTE,,AL_BINDING_REVIEW_REQUIRED,3,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,our-deep-graded,EW,9,1D-LTE Gerber (mean-3D reference),REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,,1D-LTE,,AL_BINDING_REVIEW_REQUIRED,3,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,our-deep-graded,synth,9,1D-LTE Gerber (mean-3D reference),REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,,1D-LTE,,AL_BINDING_REVIEW_REQUIRED,3,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,asplund-al,EW,1,1D-LTE,REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,kurucz2014_atlas;sneden1973;gerber2023,1D-LTE,1D-LTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,asplund-al,synth,1,1D-LTE,REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,kurucz2014_atlas;sneden1973;gerber2023,1D-LTE,1D-LTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,asplund-al,EW,2,1D-LTE Gerber,Gerber Al synthesis,gerber2023;gustafsson2008,synth-1D-LTE-gerber,1D-LTE,Al,REGISTERED_NOT_EXECUTION_VALIDATED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,asplund-al,synth,2,1D-LTE Gerber,Gerber Al synthesis,gerber2023;gustafsson2008,synth-1D-LTE-gerber,1D-LTE,Al,REGISTERED_NOT_EXECUTION_VALIDATED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,asplund-al,EW,3,1D-NLTE Bergemann,PySME-derived additive 1D-NLTE corrections,amarsi2020_galah;wehrhahn2023_pysme;nordlander_lind2017,ENGINE-A,1D-NLTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,asplund-al,synth,3,1D-NLTE Bergemann,PySME-derived additive 1D-NLTE corrections,amarsi2020_galah;wehrhahn2023_pysme;nordlander_lind2017,ENGINE-A,1D-NLTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,asplund-al,EW,4,1D-NLTE Gerber,Gerber Al synthesis,gerber2023;gustafsson2008;nordlander_lind2017,ENGINE-B-NLTE,1D-NLTE,Al,REGISTERED_NOT_EXECUTION_VALIDATED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,asplund-al,synth,4,1D-NLTE Gerber,Gerber Al synthesis,gerber2023;gustafsson2008;nordlander_lind2017,ENGINE-B-NLTE,1D-NLTE,Al,REGISTERED_NOT_EXECUTION_VALIDATED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,asplund-al,EW,5,mean3D-LTE Gerber stagger,Gerber Al synthesis,gerber2023;magic2013;nordlander_lind2017,synth-mean3D-LTE-gerber-stagger,<3D>-LTE,Al@mean3D,REGISTERED_NOT_EXECUTION_VALIDATED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,asplund-al,synth,5,mean3D-LTE Gerber stagger,Gerber Al synthesis,gerber2023;magic2013;nordlander_lind2017,synth-mean3D-LTE-gerber-stagger,<3D>-LTE,Al@mean3D,REGISTERED_NOT_EXECUTION_VALIDATED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,asplund-al,EW,6,mean3D-NLTE Gerber stagger,Gerber Al synthesis,gerber2023;magic2013;nordlander_lind2017,synth-mean3D-NLTE-gerber-stagger,<3D>-NLTE,Al@mean3D,REGISTERED_NOT_EXECUTION_VALIDATED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,asplund-al,synth,6,mean3D-NLTE Gerber stagger,Gerber Al synthesis,gerber2023;magic2013;nordlander_lind2017,synth-mean3D-NLTE-gerber-stagger,<3D>-NLTE,Al@mean3D,REGISTERED_NOT_EXECUTION_VALIDATED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,asplund-al,EW,7,3D-NLTE Amarsi,REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,ENGINE-A-3DNLTE,3D-NLTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,asplund-al,synth,7,3D-NLTE Amarsi,REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,ENGINE-A-3DNLTE,3D-NLTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,asplund-al,EW,8,3D-NLTE (full),REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,,3D-NLTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,asplund-al,synth,8,3D-NLTE (full),REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,,3D-NLTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,asplund-al,EW,9,1D-LTE Gerber (mean-3D reference),REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,,1D-LTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_delbouille_liege,delbouille_liege_intensity,asplund-al,synth,9,1D-LTE Gerber (mean-3D reference),REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,,1D-LTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,reference,EW,1,1D-LTE,REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,kurucz2014_atlas;sneden1973;gerber2023,1D-LTE,1D-LTE,,AL_BINDING_REVIEW_REQUIRED,17,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,reference,synth,1,1D-LTE,REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,kurucz2014_atlas;sneden1973;gerber2023,1D-LTE,1D-LTE,,AL_BINDING_REVIEW_REQUIRED,17,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,reference,EW,2,1D-LTE Gerber,Gerber Al synthesis,gerber2023;gustafsson2008,synth-1D-LTE-gerber,1D-LTE,Al,REGISTERED_NOT_EXECUTION_VALIDATED,17,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,reference,synth,2,1D-LTE Gerber,Gerber Al synthesis,gerber2023;gustafsson2008,synth-1D-LTE-gerber,1D-LTE,Al,REGISTERED_NOT_EXECUTION_VALIDATED,17,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,reference,EW,3,1D-NLTE Bergemann,PySME-derived additive 1D-NLTE corrections,amarsi2020_galah;wehrhahn2023_pysme;nordlander_lind2017,ENGINE-A,1D-NLTE,,AL_BINDING_REVIEW_REQUIRED,17,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,reference,synth,3,1D-NLTE Bergemann,PySME-derived additive 1D-NLTE corrections,amarsi2020_galah;wehrhahn2023_pysme;nordlander_lind2017,ENGINE-A,1D-NLTE,,AL_BINDING_REVIEW_REQUIRED,17,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,reference,EW,4,1D-NLTE Gerber,Gerber Al synthesis,gerber2023;gustafsson2008;nordlander_lind2017,ENGINE-B-NLTE,1D-NLTE,Al,REGISTERED_NOT_EXECUTION_VALIDATED,17,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,reference,synth,4,1D-NLTE Gerber,Gerber Al synthesis,gerber2023;gustafsson2008;nordlander_lind2017,ENGINE-B-NLTE,1D-NLTE,Al,REGISTERED_NOT_EXECUTION_VALIDATED,17,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,reference,EW,5,mean3D-LTE Gerber stagger,Gerber Al synthesis,gerber2023;magic2013;nordlander_lind2017,synth-mean3D-LTE-gerber-stagger,<3D>-LTE,Al@mean3D,REGISTERED_NOT_EXECUTION_VALIDATED,17,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,reference,synth,5,mean3D-LTE Gerber stagger,Gerber Al synthesis,gerber2023;magic2013;nordlander_lind2017,synth-mean3D-LTE-gerber-stagger,<3D>-LTE,Al@mean3D,REGISTERED_NOT_EXECUTION_VALIDATED,17,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,reference,EW,6,mean3D-NLTE Gerber stagger,Gerber Al synthesis,gerber2023;magic2013;nordlander_lind2017,synth-mean3D-NLTE-gerber-stagger,<3D>-NLTE,Al@mean3D,REGISTERED_NOT_EXECUTION_VALIDATED,17,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,reference,synth,6,mean3D-NLTE Gerber stagger,Gerber Al synthesis,gerber2023;magic2013;nordlander_lind2017,synth-mean3D-NLTE-gerber-stagger,<3D>-NLTE,Al@mean3D,REGISTERED_NOT_EXECUTION_VALIDATED,17,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,reference,EW,7,3D-NLTE Amarsi,REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,ENGINE-A-3DNLTE,3D-NLTE,,AL_BINDING_REVIEW_REQUIRED,17,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,reference,synth,7,3D-NLTE Amarsi,REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,ENGINE-A-3DNLTE,3D-NLTE,,AL_BINDING_REVIEW_REQUIRED,17,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,reference,EW,8,3D-NLTE (full),REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,,3D-NLTE,,AL_BINDING_REVIEW_REQUIRED,17,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,reference,synth,8,3D-NLTE (full),REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,,3D-NLTE,,AL_BINDING_REVIEW_REQUIRED,17,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,reference,EW,9,1D-LTE Gerber (mean-3D reference),REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,,1D-LTE,,AL_BINDING_REVIEW_REQUIRED,17,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,reference,synth,9,1D-LTE Gerber (mean-3D reference),REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,,1D-LTE,,AL_BINDING_REVIEW_REQUIRED,17,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,our-graded,EW,1,1D-LTE,REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,kurucz2014_atlas;sneden1973;gerber2023,1D-LTE,1D-LTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,our-graded,synth,1,1D-LTE,REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,kurucz2014_atlas;sneden1973;gerber2023,1D-LTE,1D-LTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,our-graded,EW,2,1D-LTE Gerber,Gerber Al synthesis,gerber2023;gustafsson2008,synth-1D-LTE-gerber,1D-LTE,Al,REGISTERED_NOT_EXECUTION_VALIDATED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,our-graded,synth,2,1D-LTE Gerber,Gerber Al synthesis,gerber2023;gustafsson2008,synth-1D-LTE-gerber,1D-LTE,Al,REGISTERED_NOT_EXECUTION_VALIDATED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,our-graded,EW,3,1D-NLTE Bergemann,PySME-derived additive 1D-NLTE corrections,amarsi2020_galah;wehrhahn2023_pysme;nordlander_lind2017,ENGINE-A,1D-NLTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,our-graded,synth,3,1D-NLTE Bergemann,PySME-derived additive 1D-NLTE corrections,amarsi2020_galah;wehrhahn2023_pysme;nordlander_lind2017,ENGINE-A,1D-NLTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,our-graded,EW,4,1D-NLTE Gerber,Gerber Al synthesis,gerber2023;gustafsson2008;nordlander_lind2017,ENGINE-B-NLTE,1D-NLTE,Al,REGISTERED_NOT_EXECUTION_VALIDATED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,our-graded,synth,4,1D-NLTE Gerber,Gerber Al synthesis,gerber2023;gustafsson2008;nordlander_lind2017,ENGINE-B-NLTE,1D-NLTE,Al,REGISTERED_NOT_EXECUTION_VALIDATED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,our-graded,EW,5,mean3D-LTE Gerber stagger,Gerber Al synthesis,gerber2023;magic2013;nordlander_lind2017,synth-mean3D-LTE-gerber-stagger,<3D>-LTE,Al@mean3D,REGISTERED_NOT_EXECUTION_VALIDATED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,our-graded,synth,5,mean3D-LTE Gerber stagger,Gerber Al synthesis,gerber2023;magic2013;nordlander_lind2017,synth-mean3D-LTE-gerber-stagger,<3D>-LTE,Al@mean3D,REGISTERED_NOT_EXECUTION_VALIDATED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,our-graded,EW,6,mean3D-NLTE Gerber stagger,Gerber Al synthesis,gerber2023;magic2013;nordlander_lind2017,synth-mean3D-NLTE-gerber-stagger,<3D>-NLTE,Al@mean3D,REGISTERED_NOT_EXECUTION_VALIDATED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,our-graded,synth,6,mean3D-NLTE Gerber stagger,Gerber Al synthesis,gerber2023;magic2013;nordlander_lind2017,synth-mean3D-NLTE-gerber-stagger,<3D>-NLTE,Al@mean3D,REGISTERED_NOT_EXECUTION_VALIDATED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,our-graded,EW,7,3D-NLTE Amarsi,REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,ENGINE-A-3DNLTE,3D-NLTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,our-graded,synth,7,3D-NLTE Amarsi,REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,ENGINE-A-3DNLTE,3D-NLTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,our-graded,EW,8,3D-NLTE (full),REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,,3D-NLTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,our-graded,synth,8,3D-NLTE (full),REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,,3D-NLTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,our-graded,EW,9,1D-LTE Gerber (mean-3D reference),REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,,1D-LTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
NO_DECLARED_BAND,solar_harps,harps,our-graded,synth,9,1D-LTE Gerber (mean-3D reference),REGISTRY_ROUTE_REQUIRES_AL_VALIDATION,NOT_ADOPTED_AL_MODEL,,1D-LTE,,AL_BINDING_REVIEW_REQUIRED,0,0,0,N/A,NO_POOL_LINES_IN_DECLARED_HOLDING_RANGE,current model_registry.csv; gerber_nlte.DECKS; no stale HAVE/DISK_ONLY inference
